"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"860Z200US58776","ZCTA5 58776","83155","26457",
"860Z200US58778","ZCTA5 58778","148777","1040",
"860Z200US58779","ZCTA5 58779","62917","42186",
"860Z200US58781","ZCTA5 58781","97778","15416",
"860Z200US58782","ZCTA5 58782","68125","26440",
"860Z200US58783","ZCTA5 58783","129375","19418",
"860Z200US58784","ZCTA5 58784","116616","13537",
"860Z200US58785","ZCTA5 58785","105375","11810",
"860Z200US58787","ZCTA5 58787","78281","40895",
"860Z200US58788","ZCTA5 58788","80595","19402",
"860Z200US58789","ZCTA5 58789","91786","21073",
"860Z200US58790","ZCTA5 58790","83233","9977",
"860Z200US58792","ZCTA5 58792","105221","29094",
"860Z200US58793","ZCTA5 58793","69167","15281",
"860Z200US58794","ZCTA5 58794","97500","80572",
"860Z200US58795","ZCTA5 58795","117344","63911",
"860Z200US58801","ZCTA5 58801","84702","6273",
"860Z200US58830","ZCTA5 58830","54063","10024",
"860Z200US58831","ZCTA5 58831","98380","24582",
"860Z200US58833","ZCTA5 58833","117292","26737",
"860Z200US58835","ZCTA5 58835","137500","21601",
"860Z200US58838","ZCTA5 58838","59392","23071",
"860Z200US58843","ZCTA5 58843","118750","38418",
"860Z200US58844","ZCTA5 58844","40500","27428",
"860Z200US58845","ZCTA5 58845","91806","60990",
"860Z200US58847","ZCTA5 58847","84950","36509",
"860Z200US58849","ZCTA5 58849","82250","26561",
"860Z200US58852","ZCTA5 58852","80595","30609",
"860Z200US58853","ZCTA5 58853","107969","19600",
"860Z200US58854","ZCTA5 58854","99000","20224",
"860Z200US58856","ZCTA5 58856","104688","12099",
"860Z200US59001","ZCTA5 59001","82692","12637",
"860Z200US59002","ZCTA5 59002","36771","32304",
"860Z200US59003","ZCTA5 59003","44833","6286",
"860Z200US59006","ZCTA5 59006","53304","39459",
"860Z200US59007","ZCTA5 59007","113750","61599",
"860Z200US59008","ZCTA5 59008","100469","22117",
"860Z200US59010","ZCTA5 59010","73250","51112",
"860Z200US59011","ZCTA5 59011","78000","12452",
"860Z200US59012","ZCTA5 59012","56250","16505",
"860Z200US59013","ZCTA5 59013","200125","133535",
"860Z200US59014","ZCTA5 59014","55234","15655",
"860Z200US59015","ZCTA5 59015","69583","23613",
"860Z200US59016","ZCTA5 59016","58750","21888",
"860Z200US59018","ZCTA5 59018","79375","12245",
"860Z200US59019","ZCTA5 59019","84591","13665",
"860Z200US59020","ZCTA5 59020","50000","6051",
"860Z200US59022","ZCTA5 59022","53083","6851",
"860Z200US59024","ZCTA5 59024","78125","27401",
"860Z200US59025","ZCTA5 59025","36500","10943",
"860Z200US59026","ZCTA5 59026","90278","54931",
"860Z200US59027","ZCTA5 59027","62260","5077",
"860Z200US59028","ZCTA5 59028","72969","22789",
"860Z200US59029","ZCTA5 59029","72188","17353",
"860Z200US59030","ZCTA5 59030","56542","8705",
"860Z200US59031","ZCTA5 59031","-","**",
"860Z200US59032","ZCTA5 59032","42000","16572",
"860Z200US59033","ZCTA5 59033","71635","11643",
"860Z200US59034","ZCTA5 59034","60726","3621",
"860Z200US59035","ZCTA5 59035","51726","11392",
"860Z200US59036","ZCTA5 59036","50000","17454",
"860Z200US59037","ZCTA5 59037","105099","20180",
"860Z200US59038","ZCTA5 59038","56513","15693",
"860Z200US59039","ZCTA5 59039","-","**",
"860Z200US59041","ZCTA5 59041","80500","8797",
"860Z200US59043","ZCTA5 59043","29028","8205",
"860Z200US59044","ZCTA5 59044","87648","10090",
"860Z200US59046","ZCTA5 59046","74000","11136",
"860Z200US59047","ZCTA5 59047","71620","6999",
"860Z200US59050","ZCTA5 59050","62500","9866",
"860Z200US59052","ZCTA5 59052","60547","23765",
"860Z200US59053","ZCTA5 59053","44038","40207",
"860Z200US59054","ZCTA5 59054","54250","12030",
"860Z200US59055","ZCTA5 59055","163750","52642",
"860Z200US59057","ZCTA5 59057","80571","33376",
"860Z200US59058","ZCTA5 59058","-","**",
"860Z200US59059","ZCTA5 59059","39519","11362",
"860Z200US59061","ZCTA5 59061","92031","27584",
"860Z200US59062","ZCTA5 59062","28750","17864",
"860Z200US59063","ZCTA5 59063","99432","35357",
"860Z200US59064","ZCTA5 59064","-","**",
"860Z200US59065","ZCTA5 59065","-","**",
"860Z200US59066","ZCTA5 59066","52000","10752",
"860Z200US59067","ZCTA5 59067","72500","33609",
"860Z200US59068","ZCTA5 59068","80962","26882",
"860Z200US59069","ZCTA5 59069","72500","21130",
"860Z200US59070","ZCTA5 59070","96250","13796",
"860Z200US59071","ZCTA5 59071","92500","32864",
"860Z200US59072","ZCTA5 59072","59594","8700",
"860Z200US59074","ZCTA5 59074","49792","18770",
"860Z200US59075","ZCTA5 59075","24063","15982",
"860Z200US59076","ZCTA5 59076","-","**",
"860Z200US59077","ZCTA5 59077","-","**",
"860Z200US59078","ZCTA5 59078","27000","19061",
"860Z200US59079","ZCTA5 59079","68047","18934",
"860Z200US59081","ZCTA5 59081","-","**",
"860Z200US59082","ZCTA5 59082","-","**",
"860Z200US59083","ZCTA5 59083","-","**",
"860Z200US59085","ZCTA5 59085","-","**",
"860Z200US59086","ZCTA5 59086","68565","12057",
"860Z200US59087","ZCTA5 59087","62813","18721",
"860Z200US59088","ZCTA5 59088","90625","23008",
"860Z200US59089","ZCTA5 59089","62870","11763",
"860Z200US59101","ZCTA5 59101","58598","2922",
"860Z200US59102","ZCTA5 59102","76141","5073",
"860Z200US59105","ZCTA5 59105","78014","5498",
"860Z200US59106","ZCTA5 59106","125833","12514",
"860Z200US59201","ZCTA5 59201","53311","10839",
"860Z200US59211","ZCTA5 59211","-","**",
"860Z200US59212","ZCTA5 59212","94444","43876",
"860Z200US59213","ZCTA5 59213","63125","10788",
"860Z200US59214","ZCTA5 59214","-","**",
"860Z200US59215","ZCTA5 59215","86000","6952",
"860Z200US59217","ZCTA5 59217","79242","21031",
"860Z200US59218","ZCTA5 59218","98833","10789",
"860Z200US59219","ZCTA5 59219","108750","27363",
"860Z200US59221","ZCTA5 59221","77115","31115",
"860Z200US59222","ZCTA5 59222","-","**",
"860Z200US59223","ZCTA5 59223","-","**",
"860Z200US59225","ZCTA5 59225","43594","14521",
"860Z200US59226","ZCTA5 59226","66190","5456",
"860Z200US59230","ZCTA5 59230","85000","20363",
"860Z200US59231","ZCTA5 59231","38971","22088",
"860Z200US59240","ZCTA5 59240","58750","51671",
"860Z200US59241","ZCTA5 59241","48512","4453",
"860Z200US59242","ZCTA5 59242","128750","64079",
"860Z200US59243","ZCTA5 59243","83500","16275",
"860Z200US59244","ZCTA5 59244","111250","64235",
"860Z200US59247","ZCTA5 59247","73750","29614",
"860Z200US59248","ZCTA5 59248","89821","9495",
"860Z200US59250","ZCTA5 59250","51375","7100",
"860Z200US59252","ZCTA5 59252","65750","57369",
"860Z200US59253","ZCTA5 59253","140938","123021",
"860Z200US59254","ZCTA5 59254","68750","16341",
"860Z200US59255","ZCTA5 59255","45379","7703",
"860Z200US59256","ZCTA5 59256","36607","34101",
"860Z200US59257","ZCTA5 59257","-","**",
"860Z200US59258","ZCTA5 59258","148750","125818",
"860Z200US59259","ZCTA5 59259","83393","23263",
"860Z200US59260","ZCTA5 59260","85313","21635",
"860Z200US59261","ZCTA5 59261","53158","9328",
"860Z200US59262","ZCTA5 59262","76000","18182",
"860Z200US59263","ZCTA5 59263","53875","11493",
"860Z200US59270","ZCTA5 59270","72630","12439",
"860Z200US59273","ZCTA5 59273","-","**",
"860Z200US59274","ZCTA5 59274","34951","28479",
"860Z200US59275","ZCTA5 59275","49141","11334",
"860Z200US59276","ZCTA5 59276","77000","35136",
"860Z200US59301","ZCTA5 59301","71332","6646",
"860Z200US59311","ZCTA5 59311","88021","7374",
"860Z200US59312","ZCTA5 59312","83438","44515",
"860Z200US59313","ZCTA5 59313","78015","16673",
"860Z200US59314","ZCTA5 59314","91875","24813",
"860Z200US59315","ZCTA5 59315","68750","22488",
"860Z200US59316","ZCTA5 59316","48750","14420",
"860Z200US59317","ZCTA5 59317","71250","23957",
"860Z200US59318","ZCTA5 59318","58750","31977",
"860Z200US59319","ZCTA5 59319","-","**",
"860Z200US59322","ZCTA5 59322","50625","42575",
"860Z200US59323","ZCTA5 59323","82500","51101",
"860Z200US59324","ZCTA5 59324","57188","17299",
"860Z200US59326","ZCTA5 59326","-","**",
"860Z200US59327","ZCTA5 59327","52639","19340",
"860Z200US59330","ZCTA5 59330","70964","6931",
"860Z200US59332","ZCTA5 59332","32241","12232",
"860Z200US59333","ZCTA5 59333","-","**",
"860Z200US59336","ZCTA5 59336","64375","16674",
"860Z200US59337","ZCTA5 59337","75417","17704",
"860Z200US59338","ZCTA5 59338","69375","35090",
"860Z200US59339","ZCTA5 59339","88594","24652",
"860Z200US59343","ZCTA5 59343","-","**",
"860Z200US59344","ZCTA5 59344","110455","35861",
"860Z200US59345","ZCTA5 59345","68125","22954",
"860Z200US59347","ZCTA5 59347","57250","34689",
"860Z200US59349","ZCTA5 59349","63000","20358",
"860Z200US59351","ZCTA5 59351","-","**",
"860Z200US59353","ZCTA5 59353","68250","20698",
"860Z200US59354","ZCTA5 59354","64074","8044",
"860Z200US59401","ZCTA5 59401","55299","5074",
"860Z200US59404","ZCTA5 59404","83867","6099",
"860Z200US59405","ZCTA5 59405","59449","3716",
"860Z200US59410","ZCTA5 59410","42321","14256",
"860Z200US59411","ZCTA5 59411","61000","52627",
"860Z200US59412","ZCTA5 59412","82955","17957",
"860Z200US59414","ZCTA5 59414","69545","8871",
"860Z200US59416","ZCTA5 59416","89167","40862",
"860Z200US59417","ZCTA5 59417","37676","7181",
"860Z200US59418","ZCTA5 59418","-","**",
"860Z200US59419","ZCTA5 59419","45625","37749",
"860Z200US59420","ZCTA5 59420","88438","57402",
"860Z200US59421","ZCTA5 59421","78125","23502",
"860Z200US59422","ZCTA5 59422","67500","22256",
"860Z200US59424","ZCTA5 59424","79375","62034",
"860Z200US59425","ZCTA5 59425","49805","3557",
"860Z200US59427","ZCTA5 59427","61094","17175",
"860Z200US59430","ZCTA5 59430","76875","26380",
"860Z200US59432","ZCTA5 59432","73750","21729",
"860Z200US59433","ZCTA5 59433","66000","9445",
"860Z200US59434","ZCTA5 59434","56250","18722",
"860Z200US59435","ZCTA5 59435","-","**",
"860Z200US59436","ZCTA5 59436","80652","12068",
"860Z200US59440","ZCTA5 59440","-","**",
"860Z200US59441","ZCTA5 59441","62344","26479",
"860Z200US59442","ZCTA5 59442","67917","13346",
"860Z200US59443","ZCTA5 59443","81221","6799",
"860Z200US59444","ZCTA5 59444","44250","13466",
"860Z200US59446","ZCTA5 59446","53750","23067",
"860Z200US59447","ZCTA5 59447","77750","21680",
"860Z200US59448","ZCTA5 59448","32083","10418",
"860Z200US59450","ZCTA5 59450","70250","24596",
"860Z200US59451","ZCTA5 59451","85625","74077",
"860Z200US59452","ZCTA5 59452","54539","8192",
"860Z200US59453","ZCTA5 59453","58500","21355",
"860Z200US59454","ZCTA5 59454","36250","17018",
"860Z200US59456","ZCTA5 59456","41123","1779",
"860Z200US59457","ZCTA5 59457","64762","7369",
"860Z200US59460","ZCTA5 59460","51551","1417",
"860Z200US59461","ZCTA5 59461","-","**",
"860Z200US59462","ZCTA5 59462","51250","34303",
"860Z200US59463","ZCTA5 59463","-","**",
"860Z200US59464","ZCTA5 59464","56979","36541",
"860Z200US59465","ZCTA5 59465","83000","33861",
"860Z200US59466","ZCTA5 59466","41719","17528",
"860Z200US59467","ZCTA5 59467","61250","35443",
"860Z200US59468","ZCTA5 59468","82895","15588",
"860Z200US59469","ZCTA5 59469","79583","35150",
"860Z200US59471","ZCTA5 59471","65156","35406",
"860Z200US59472","ZCTA5 59472","68036","25074",
"860Z200US59474","ZCTA5 59474","57846","7302",
"860Z200US59477","ZCTA5 59477","42292","39518",
"860Z200US59479","ZCTA5 59479","49185","6901",
"860Z200US59480","ZCTA5 59480","80714","21319",
"860Z200US59482","ZCTA5 59482","92500","25100",
"860Z200US59483","ZCTA5 59483","97813","68627",
"860Z200US59484","ZCTA5 59484","-","**",
"860Z200US59485","ZCTA5 59485","90286","11078",
"860Z200US59486","ZCTA5 59486","56875","16260",
"860Z200US59487","ZCTA5 59487","56359","17090",
"860Z200US59489","ZCTA5 59489","64637","15419",
"860Z200US59501","ZCTA5 59501","51872","4756",
"860Z200US59520","ZCTA5 59520","62109","14079",
"860Z200US59521","ZCTA5 59521","50288","6429",
"860Z200US59522","ZCTA5 59522","57212","11265",
"860Z200US59523","ZCTA5 59523","73906","7260",
"860Z200US59524","ZCTA5 59524","48000","14512",
"860Z200US59525","ZCTA5 59525","48438","5168",
"860Z200US59526","ZCTA5 59526","63869","9179",
"860Z200US59527","ZCTA5 59527","54500","20314",
"860Z200US59528","ZCTA5 59528","89375","24548",
"860Z200US59529","ZCTA5 59529","87841","64862",
"860Z200US59530","ZCTA5 59530","61875","35864",
"860Z200US59531","ZCTA5 59531","67891","33313",
"860Z200US59532","ZCTA5 59532","58333","13755",
"860Z200US59535","ZCTA5 59535","-","**",
"860Z200US59537","ZCTA5 59537","-","**",
"860Z200US59538","ZCTA5 59538","57097","12886",
"860Z200US59540","ZCTA5 59540","74250","31014",
"860Z200US59542","ZCTA5 59542","57222","30474",
"860Z200US59544","ZCTA5 59544","39583","16219",
"860Z200US59545","ZCTA5 59545","100781","12355",
"860Z200US59546","ZCTA5 59546","49107","3661",
"860Z200US59547","ZCTA5 59547","-","**",
"860Z200US59601","ZCTA5 59601","72290","3096",
"860Z200US59602","ZCTA5 59602","92985","4724",
"860Z200US59623","ZCTA5 59623","-","**",
"860Z200US59625","ZCTA5 59625","-","**",
"860Z200US59631","ZCTA5 59631","-","**",
"860Z200US59632","ZCTA5 59632","68750","16441",
"860Z200US59633","ZCTA5 59633","-","**",
"860Z200US59634","ZCTA5 59634","129891","19525",
"860Z200US59635","ZCTA5 59635","83740","12741",
"860Z200US59636","ZCTA5 59636","-","**",
"860Z200US59638","ZCTA5 59638","126723","14828",
"860Z200US59639","ZCTA5 59639","57778","21111",
"860Z200US59640","ZCTA5 59640","99167","64055",
"860Z200US59642","ZCTA5 59642","46146","30117",
"860Z200US59643","ZCTA5 59643","49831","30330",
"860Z200US59644","ZCTA5 59644","68811","11458",
"860Z200US59645","ZCTA5 59645","77241","8480",
"860Z200US59647","ZCTA5 59647","-","**",
"860Z200US59648","ZCTA5 59648","65750","23707",
"860Z200US59701","ZCTA5 59701","60437","3749",
"860Z200US59710","ZCTA5 59710","50885","1715",
"860Z200US59711","ZCTA5 59711","58157","5393",
"860Z200US59713","ZCTA5 59713","98750","47927",
"860Z200US59714","ZCTA5 59714","96183","8516",
"860Z200US59715","ZCTA5 59715","88407","3840",
"860Z200US59716","ZCTA5 59716","141716","15576",
"860Z200US59718","ZCTA5 59718","99123","8236",
"860Z200US59720","ZCTA5 59720","66538","36831",
"860Z200US59721","ZCTA5 59721","94167","55442",
"860Z200US59722","ZCTA5 59722","62230","15487",
"860Z200US59724","ZCTA5 59724","59375","46787",
"860Z200US59725","ZCTA5 59725","61335","7197",
"860Z200US59727","ZCTA5 59727","64583","19905",
"860Z200US59728","ZCTA5 59728","78750","12993",
"860Z200US59729","ZCTA5 59729","83365","9573",
"860Z200US59730","ZCTA5 59730","98305","10714",
"860Z200US59731","ZCTA5 59731","90000","27505",
"860Z200US59732","ZCTA5 59732","73125","41427",
"860Z200US59733","ZCTA5 59733","65833","11251",
"860Z200US59735","ZCTA5 59735","74125","8549",
"860Z200US59736","ZCTA5 59736","76346","12931",
"860Z200US59739","ZCTA5 59739","54215","1846",
"860Z200US59740","ZCTA5 59740","-","**",
"860Z200US59741","ZCTA5 59741","90947","11094",
"860Z200US59743","ZCTA5 59743","-","**",
"860Z200US59745","ZCTA5 59745","56667","55135",
"860Z200US59746","ZCTA5 59746","73750","54753",
"860Z200US59747","ZCTA5 59747","80250","33499",
"860Z200US59748","ZCTA5 59748","107813","43294",
"860Z200US59749","ZCTA5 59749","80238","11087",
"860Z200US59750","ZCTA5 59750","95192","33987",
"860Z200US59751","ZCTA5 59751","55938","21270",
"860Z200US59752","ZCTA5 59752","86767","7850",
"860Z200US59754","ZCTA5 59754","76923","22187",
"860Z200US59755","ZCTA5 59755","96250","66822",
"860Z200US59756","ZCTA5 59756","-","**",
"860Z200US59758","ZCTA5 59758","66375","44286",
"860Z200US59759","ZCTA5 59759","60571","9044",
"860Z200US59760","ZCTA5 59760","63571","25081",
"860Z200US59761","ZCTA5 59761","62083","2212",
"860Z200US59762","ZCTA5 59762","61125","9678",
"860Z200US59801","ZCTA5 59801","58347","5530",
"860Z200US59802","ZCTA5 59802","67736","7562",
"860Z200US59803","ZCTA5 59803","111925","9214",
"860Z200US59804","ZCTA5 59804","76266","11336",
"860Z200US59808","ZCTA5 59808","80239","6149",
"860Z200US59812","ZCTA5 59812","-","**",
"860Z200US59820","ZCTA5 59820","69091","10903",
"860Z200US59821","ZCTA5 59821","66458","10573",
"860Z200US59823","ZCTA5 59823","82813","11040",
"860Z200US59824","ZCTA5 59824","53382","8183",
"860Z200US59825","ZCTA5 59825","90192","11914",
"860Z200US59826","ZCTA5 59826","52813","11231",
"860Z200US59827","ZCTA5 59827","65815","21589",
"860Z200US59828","ZCTA5 59828","80294","9651",
"860Z200US59829","ZCTA5 59829","63650","9631",
"860Z200US59830","ZCTA5 59830","-","**",
"860Z200US59831","ZCTA5 59831","46406","9622",
"860Z200US59832","ZCTA5 59832","64261","10988",
"860Z200US59833","ZCTA5 59833","94097","20389",
"860Z200US59834","ZCTA5 59834","94406","15524",
"860Z200US59837","ZCTA5 59837","50769","3434",
"860Z200US59840","ZCTA5 59840","61752","10899",
"860Z200US59841","ZCTA5 59841","66875","30094",
"860Z200US59842","ZCTA5 59842","-","**",
"860Z200US59843","ZCTA5 59843","88125","77178",
"860Z200US59844","ZCTA5 59844","43417","20817",
"860Z200US59845","ZCTA5 59845","31970","3469",
"860Z200US59846","ZCTA5 59846","70851","8269",
"860Z200US59847","ZCTA5 59847","86620","8629",
"860Z200US59848","ZCTA5 59848","37188","19166",
"860Z200US59851","ZCTA5 59851","18883","7553",
"860Z200US59853","ZCTA5 59853","60417","14985",
"860Z200US59854","ZCTA5 59854","74167","28290",
"860Z200US59855","ZCTA5 59855","32688","24560",
"860Z200US59856","ZCTA5 59856","-","**",
"860Z200US59858","ZCTA5 59858","56719","28683",
"860Z200US59859","ZCTA5 59859","64846","9519",
"860Z200US59860","ZCTA5 59860","62047","6694",
"860Z200US59863","ZCTA5 59863","78922","4266",
"860Z200US59864","ZCTA5 59864","61978","5188",
"860Z200US59865","ZCTA5 59865","56473","5501",
"860Z200US59866","ZCTA5 59866","73462","21265",
"860Z200US59867","ZCTA5 59867","-","**",
"860Z200US59868","ZCTA5 59868","51490","10183",
"860Z200US59870","ZCTA5 59870","80325","3890",
"860Z200US59871","ZCTA5 59871","32163","20520",
"860Z200US59872","ZCTA5 59872","55926","10567",
"860Z200US59873","ZCTA5 59873","60000","13016",
"860Z200US59874","ZCTA5 59874","64319","14769",
"860Z200US59875","ZCTA5 59875","63036","11161",
"860Z200US59901","ZCTA5 59901","72523","2721",
"860Z200US59910","ZCTA5 59910","99886","83940",
"860Z200US59911","ZCTA5 59911","83019","8353",
"860Z200US59912","ZCTA5 59912","76617","5331",
"860Z200US59913","ZCTA5 59913","44464","26273",
"860Z200US59914","ZCTA5 59914","83750","35867",
"860Z200US59915","ZCTA5 59915","58750","20041",
"860Z200US59916","ZCTA5 59916","60250","18073",
"860Z200US59917","ZCTA5 59917","50139","15638",
"860Z200US59918","ZCTA5 59918","67250","7864",
"860Z200US59919","ZCTA5 59919","53056","36791",
"860Z200US59920","ZCTA5 59920","86605","9102",
"860Z200US59922","ZCTA5 59922","87237","29758",
"860Z200US59923","ZCTA5 59923","44980","5776",
"860Z200US59925","ZCTA5 59925","63981","24351",
"860Z200US59926","ZCTA5 59926","70948","65456",
"860Z200US59927","ZCTA5 59927","58713","1534",
"860Z200US59928","ZCTA5 59928","63333","16912",
"860Z200US59929","ZCTA5 59929","101250","66227",
"860Z200US59930","ZCTA5 59930","61923","27859",
"860Z200US59931","ZCTA5 59931","112083","45494",
"860Z200US59932","ZCTA5 59932","60152","12919",
"860Z200US59933","ZCTA5 59933","-","**",
"860Z200US59934","ZCTA5 59934","108875","25705",
"860Z200US59935","ZCTA5 59935","39712","8157",
"860Z200US59936","ZCTA5 59936","85455","17415",
"860Z200US59937","ZCTA5 59937","75428","7238",
"860Z200US60002","ZCTA5 60002","104981","5628",
"860Z200US60004","ZCTA5 60004","128979","7418",
"860Z200US60005","ZCTA5 60005","99743","4610",
"860Z200US60007","ZCTA5 60007","93494","5824",
"860Z200US60008","ZCTA5 60008","94336","8338",
"860Z200US60010","ZCTA5 60010","177566","10248",
"860Z200US60012","ZCTA5 60012","159375","22864",
"860Z200US60013","ZCTA5 60013","120604","11837",
"860Z200US60014","ZCTA5 60014","109016","5407",
"860Z200US60015","ZCTA5 60015","183125","13127",
"860Z200US60016","ZCTA5 60016","86571","6291",
"860Z200US60018","ZCTA5 60018","90574","9544",
"860Z200US60020","ZCTA5 60020","73949","12189",
"860Z200US60021","ZCTA5 60021","119176","14306",
"860Z200US60022","ZCTA5 60022","250,000+","***",
"860Z200US60025","ZCTA5 60025","126904","6136",
"860Z200US60026","ZCTA5 60026","137778","37224",
"860Z200US60029","ZCTA5 60029","242772","34054",
"860Z200US60030","ZCTA5 60030","104795","6922",
"860Z200US60031","ZCTA5 60031","111034","9064",
"860Z200US60033","ZCTA5 60033","68633","5546",
"860Z200US60034","ZCTA5 60034","87188","32386",
"860Z200US60035","ZCTA5 60035","168094","17851",
"860Z200US60040","ZCTA5 60040","107875","21256",
"860Z200US60041","ZCTA5 60041","93396","11365",
"860Z200US60042","ZCTA5 60042","99917","11704",
"860Z200US60043","ZCTA5 60043","250,000+","***",
"860Z200US60044","ZCTA5 60044","134724","25286",
"860Z200US60045","ZCTA5 60045","233125","23135",
"860Z200US60046","ZCTA5 60046","126042","5825",
"860Z200US60047","ZCTA5 60047","176081","6825",
"860Z200US60048","ZCTA5 60048","173975","8266",
"860Z200US60050","ZCTA5 60050","88812","5981",
"860Z200US60051","ZCTA5 60051","100762","10207",
"860Z200US60053","ZCTA5 60053","111116","8932",
"860Z200US60056","ZCTA5 60056","101922","5787",
"860Z200US60060","ZCTA5 60060","110335","8911",
"860Z200US60061","ZCTA5 60061","124468","10339",
"860Z200US60062","ZCTA5 60062","143323","8160",
"860Z200US60064","ZCTA5 60064","49195","11274",
"860Z200US60067","ZCTA5 60067","125446","9346",
"860Z200US60068","ZCTA5 60068","143222","19199",
"860Z200US60069","ZCTA5 60069","162826","11902",
"860Z200US60070","ZCTA5 60070","84775","9073",
"860Z200US60071","ZCTA5 60071","74426","5600",
"860Z200US60072","ZCTA5 60072","119375","75121",
"860Z200US60073","ZCTA5 60073","98514","5620",
"860Z200US60074","ZCTA5 60074","84089","4798",
"860Z200US60075","ZCTA5 60075","-","**",
"860Z200US60076","ZCTA5 60076","113818","12466",
"860Z200US60077","ZCTA5 60077","78523","5443",
"860Z200US60081","ZCTA5 60081","116706","11917",
"860Z200US60083","ZCTA5 60083","123125","23139",
"860Z200US60084","ZCTA5 60084","110090","9112",
"860Z200US60085","ZCTA5 60085","66793","3077",
"860Z200US60087","ZCTA5 60087","76738","6060",
"860Z200US60088","ZCTA5 60088","66008","17457",
"860Z200US60089","ZCTA5 60089","129401","8475",
"860Z200US60090","ZCTA5 60090","85355","3722",
"860Z200US60091","ZCTA5 60091","189909","18574",
"860Z200US60093","ZCTA5 60093","250,000+","***",
"860Z200US60096","ZCTA5 60096","95601","11810",
"860Z200US60097","ZCTA5 60097","93397","4949",
"860Z200US60098","ZCTA5 60098","91062","8195",
"860Z200US60099","ZCTA5 60099","66109","5938",
"860Z200US60101","ZCTA5 60101","90800","4680",
"860Z200US60102","ZCTA5 60102","132949","7879",
"860Z200US60103","ZCTA5 60103","133793","5807",
"860Z200US60104","ZCTA5 60104","79513","10116",
"860Z200US60106","ZCTA5 60106","79456","5500",
"860Z200US60107","ZCTA5 60107","101100","7058",
"860Z200US60108","ZCTA5 60108","103392","6289",
"860Z200US60109","ZCTA5 60109","82656","8679",
"860Z200US60110","ZCTA5 60110","87906","8540",
"860Z200US60111","ZCTA5 60111","84583","56626",
"860Z200US60112","ZCTA5 60112","72831","15746",
"860Z200US60113","ZCTA5 60113","67396","6412",
"860Z200US60115","ZCTA5 60115","47043","4206",
"860Z200US60118","ZCTA5 60118","106912","13379",
"860Z200US60119","ZCTA5 60119","130722","15472",
"860Z200US60120","ZCTA5 60120","82449","6734",
"860Z200US60123","ZCTA5 60123","87693","5494",
"860Z200US60124","ZCTA5 60124","139982","9031",
"860Z200US60126","ZCTA5 60126","147566","8935",
"860Z200US60129","ZCTA5 60129","117750","15700",
"860Z200US60130","ZCTA5 60130","77221","12860",
"860Z200US60131","ZCTA5 60131","76658","6087",
"860Z200US60133","ZCTA5 60133","91763","7351",
"860Z200US60134","ZCTA5 60134","152727","12660",
"860Z200US60135","ZCTA5 60135","98033","23732",
"860Z200US60136","ZCTA5 60136","147704","20685",
"860Z200US60137","ZCTA5 60137","137658","9409",
"860Z200US60139","ZCTA5 60139","86372","9151",
"860Z200US60140","ZCTA5 60140","111241","10461",
"860Z200US60141","ZCTA5 60141","18717","7620",
"860Z200US60142","ZCTA5 60142","89735","11580",
"860Z200US60143","ZCTA5 60143","114420","7054",
"860Z200US60144","ZCTA5 60144","59250","19429",
"860Z200US60145","ZCTA5 60145","108477","6325",
"860Z200US60146","ZCTA5 60146","88032","17458",
"860Z200US60148","ZCTA5 60148","100616","3735",
"860Z200US60150","ZCTA5 60150","86719","19138",
"860Z200US60151","ZCTA5 60151","117450","13558",
"860Z200US60152","ZCTA5 60152","98451","6347",
"860Z200US60153","ZCTA5 60153","68815","6614",
"860Z200US60154","ZCTA5 60154","98954","7923",
"860Z200US60155","ZCTA5 60155","64566","13802",
"860Z200US60156","ZCTA5 60156","117151","4438",
"860Z200US60157","ZCTA5 60157","136434","39187",
"860Z200US60160","ZCTA5 60160","66189","4214",
"860Z200US60162","ZCTA5 60162","72320","12668",
"860Z200US60163","ZCTA5 60163","85823","13510",
"860Z200US60164","ZCTA5 60164","81263","8770",
"860Z200US60165","ZCTA5 60165","67224","27111",
"860Z200US60169","ZCTA5 60169","90774","7586",
"860Z200US60171","ZCTA5 60171","69858","11319",
"860Z200US60172","ZCTA5 60172","110750","9582",
"860Z200US60173","ZCTA5 60173","104390","10263",
"860Z200US60174","ZCTA5 60174","104534","8595",
"860Z200US60175","ZCTA5 60175","181352","13402",
"860Z200US60176","ZCTA5 60176","69696","23738",
"860Z200US60177","ZCTA5 60177","126144","9735",
"860Z200US60178","ZCTA5 60178","92913","8824",
"860Z200US60180","ZCTA5 60180","110070","13646",
"860Z200US60181","ZCTA5 60181","92142","5691",
"860Z200US60183","ZCTA5 60183","-","**",
"860Z200US60184","ZCTA5 60184","163750","29081",
"860Z200US60185","ZCTA5 60185","107194","6966",
"860Z200US60187","ZCTA5 60187","119769","4760",
"860Z200US60188","ZCTA5 60188","103628","5807",
"860Z200US60189","ZCTA5 60189","128878","10940",
"860Z200US60190","ZCTA5 60190","142612","13742",
"860Z200US60191","ZCTA5 60191","91333","4315",
"860Z200US60192","ZCTA5 60192","153495","7064",
"860Z200US60193","ZCTA5 60193","95972","3929",
"860Z200US60194","ZCTA5 60194","97994","9486",
"860Z200US60195","ZCTA5 60195","90174","17520",
